Gender,Age,Region,Parental_Education,Family_Income,Distance_from_School,Internet_Access,Absences,Failures,Study_Time_Category,G1,G2,G3,Family_Support,School_Support,Activities,Dropout_Risk
Female,17,Urban,Primary,41740,4.6,Yes,8,0,3,3,17,12,No,No,Yes,Low
Female,19,Urban,Higher,54856,6.9,No,5,0,3,5,5,8,Yes,No,Yes,Low
Female,18,Rural,Secondary,23734,6.0,No,5,0,2,9,12,4,Yes,No,No,Medium
Female,16,Rural,Primary,45141,6.7,No,8,0,1,5,4,3,Yes,No,No,Medium
Female,19,Urban,Secondary,35347,5.5,No,9,0,3,0,20,4,Yes,Yes,No,Medium
Female,16,Rural,Secondary,24253,5.6,Yes,6,1,2,15,14,19,Yes,No,No,Low
Female,18,Rural,Secondary,28504,5.6,Yes,8,0,1,10,11,11,Yes,No,No,Low
Female,17,Urban,Higher,33287,6.4,Yes,4,0,2,5,10,7,No,No,Yes,Low
Female,16,Urban,Secondary,17100,6.5,Yes,3,0,2,19,7,12,No,No,No,Low
Female,15,Rural,Higher,42960,1.3,No,4,0,2,17,4,3,Yes,Yes,Yes,Medium
Female,15,Urban,Secondary,28457,3.2,Yes,6,3,4,5,7,19,Yes,No,Yes,Medium
Male,19,Rural,Secondary,31273,4.4,Yes,8,3,3,16,4,10,Yes,Yes,Yes,High
Female,18,Urban,Higher,50358,6.4,Yes,5,0,3,11,9,14,Yes,No,No,Low
Female,19,Urban,Secondary,31946,9.8,Yes,6,2,2,16,14,13,Yes,No,No,Medium
Male,19,Rural,Primary,53290,2.6,Yes,7,0,4,20,5,17,Yes,No,Yes,Low
Female,19,Rural,Secondary,22127,7.6,Yes,5,0,3,17,17,19,Yes,No,Yes,Low
Male,15,Rural,Secondary,13543,3.3,Yes,10,1,3,9,2,0,Yes,Yes,No,High
Male,15,Rural,Primary,25650,9.1,Yes,2,2,2,19,8,0,No,Yes,Yes,High
Female,19,Rural,Higher,5000,10.7,No,6,0,1,11,9,10,Yes,No,No,Medium
Male,15,Rural,Primary,43586,0.5,Yes,4,0,3,3,6,19,Yes,Yes,Yes,Low
Female,18,Urban,Primary,14416,4.0,Yes,8,0,2,9,18,5,Yes,Yes,Yes,Low
Female,19,Urban,Higher,20734,0.5,Yes,2,0,4,4,1,4,Yes,No,Yes,Low
Female,15,Urban,Secondary,40744,0.5,Yes,4,0,2,3,7,12,No,Yes,Yes,Low
Male,16,Rural,None,31786,0.5,Yes,4,0,4,15,6,9,Yes,Yes,No,Low
Male,19,Urban,Secondary,23391,6.9,Yes,7,1,2,4,4,5,No,Yes,No,Medium
Female,19,Urban,Secondary,5000,6.3,No,8,0,2,18,3,3,Yes,Yes,Yes,Medium
Female,18,Urban,None,49512,7.4,No,5,0,2,5,10,3,Yes,Yes,No,Low
Female,17,Rural,Higher,40846,6.8,Yes,5,1,3,20,9,6,Yes,Yes,No,Medium
Male,17,Rural,Secondary,60835,6.5,Yes,4,0,3,6,0,15,No,No,Yes,Low
Female,18,Urban,Secondary,21054,5.3,Yes,8,1,2,9,3,0,Yes,Yes,No,Medium
Female,18,Rural,Secondary,8183,4.6,Yes,5,3,1,6,5,8,No,Yes,No,High
Female,18,Urban,Secondary,44921,8.1,Yes,4,3,2,13,17,18,Yes,Yes,Yes,Medium
Male,17,Urban,Primary,27179,5.0,Yes,6,0,2,9,12,19,Yes,No,Yes,
Female,18,Rural,Primary,39422,6.6,Yes,2,0,3,19,12,14,Yes,Yes,No,Low
Female,15,Urban,Secondary,54298,0.5,No,6,0,1,10,0,8,Yes,Yes,No,Low
Female,19,Rural,Higher,35822,1.5,No,7,1,2,13,3,20,Yes,No,Yes,Low
Male,19,Urban,None,32509,7.9,No,4,3,4,11,3,19,No,Yes,Yes,Medium
Female,16,Urban,Secondary,33450,3.0,Yes,7,0,1,3,17,0,Yes,Yes,Yes,Low
Female,16,Rural,Higher,5441,0.8,Yes,3,0,3,12,17,0,Yes,No,Yes,Medium
Male,19,Urban,Primary,46620,6.9,Yes,7,1,1,2,17,15,Yes,Yes,Yes,Low
Female,15,Rural,None,47581,5.0,Yes,2,0,1,12,14,4,Yes,Yes,Yes,Low
Female,17,Rural,Primary,37958,3.8,Yes,3,0,3,19,17,20,Yes,Yes,Yes,Low
Male,17,Urban,Secondary,7268,9.5,Yes,5,2,2,18,14,8,Yes,No,No,Medium
Male,15,Urban,Primary,28182,9.0,Yes,4,0,2,14,16,0,Yes,No,Yes,Low
Female,17,Urban,Secondary,51577,4.4,No,5,0,3,18,4,18,Yes,Yes,Yes,Low
Male,18,Urban,Secondary,21513,7.2,No,6,0,3,19,10,15,Yes,Yes,Yes,Low
Female,19,Urban,Secondary,47763,0.5,Yes,4,1,3,3,15,2,Yes,Yes,Yes,Medium
Male,19,Urban,Primary,30826,8.3,Yes,7,0,3,5,19,3,Yes,No,Yes,Low
Female,15,Urban,Secondary,40687,1.7,Yes,5,0,2,14,1,11,Yes,Yes,No,Low
Male,17,Urban,Secondary,23817,0.6,Yes,7,0,2,3,16,6,Yes,Yes,Yes,Low
Female,16,Rural,Higher,31265,0.5,Yes,7,0,3,5,0,14,Yes,No,Yes,Low
Female,16,Rural,Higher,36550,0.5,No,3,0,2,1,17,14,Yes,Yes,No,Low
Female,17,Rural,Secondary,13751,8.2,Yes,4,0,1,3,16,4,Yes,Yes,No,Medium
Female,16,Urban,Secondary,34108,6.9,Yes,7,0,1,17,17,1,Yes,No,Yes,Low
Male,15,Rural,Primary,5000,2.7,Yes,6,1,2,14,18,11,No,No,Yes,Medium
Female,15,Urban,Primary,20977,7.6,Yes,5,1,1,11,4,18,Yes,No,No,Low
Male,17,Rural,Primary,38158,3.2,Yes,3,1,2,7,12,4,Yes,No,No,Medium
Male,16,Rural,Secondary,46803,6.0,No,6,1,3,11,5,2,Yes,Yes,Yes,High
Male,15,Urban,Primary,37091,3.6,Yes,6,0,1,8,12,5,Yes,Yes,Yes,Low
Female,15,Rural,Primary,9145,4.6,Yes,6,2,3,6,17,12,Yes,Yes,Yes,High
Female,18,Rural,Higher,45492,2.3,No,5,2,3,7,3,19,Yes,Yes,Yes,Medium
Female,18,Rural,Primary,12912,2.7,Yes,3,0,1,19,8,14,Yes,Yes,Yes,Low
Male,15,Rural,Primary,39212,6.6,Yes,4,0,1,9,2,3,Yes,Yes,No,Low
Male,17,Urban,None,13412,7.1,Yes,6,0,1,10,7,19,No,Yes,Yes,Low
Female,19,Urban,Secondary,18401,3.8,No,8,0,2,1,12,6,No,Yes,Yes,Medium
Male,19,Urban,Secondary,15654,0.5,Yes,1,0,3,3,10,17,Yes,Yes,No,Low
Male,15,Rural,Primary,32084,12.4,Yes,3,0,2,20,9,20,Yes,Yes,No,Low
Male,15,Urban,Secondary,27066,5.1,No,4,1,2,20,10,20,Yes,No,Yes,Low
Female,15,Rural,Secondary,37633,5.9,No,8,1,2,8,2,6,Yes,Yes,No,Medium
Female,17,Urban,Higher,29720,1.2,Yes,7,0,3,7,13,11,Yes,Yes,Yes,Low
Male,18,Urban,Higher,7231,8.6,No,5,0,1,4,13,10,Yes,No,Yes,Low
Male,15,Urban,Higher,34137,9.1,Yes,9,0,3,13,18,11,Yes,No,No,Low
Female,15,Rural,Secondary,5000,0.5,Yes,3,2,3,1,3,14,Yes,Yes,Yes,Medium
Female,16,Urban,Primary,16742,4.7,Yes,9,0,2,20,0,7,Yes,Yes,No,Low
Male,17,Urban,None,24541,4.5,Yes,7,1,2,16,1,10,Yes,No,Yes,Low
Female,15,Urban,None,23501,12.2,Yes,5,0,1,7,5,20,No,Yes,Yes,
Male,16,Urban,Secondary,5288,9.3,No,8,0,2,1,12,17,No,Yes,No,Low
Male,19,Urban,Higher,50567,0.6,Yes,4,3,1,14,13,9,Yes,No,Yes,High
Female,15,Rural,Secondary,54720,2.8,Yes,6,0,1,1,0,7,Yes,Yes,Yes,Low
Male,15,Urban,None,63761,2.3,Yes,4,2,2,10,7,5,Yes,Yes,No,Medium
Female,16,Urban,Secondary,47214,6.1,No,5,0,3,13,17,2,Yes,Yes,Yes,Medium
Male,17,Rural,Higher,24068,9.7,No,4,1,4,20,13,19,No,Yes,Yes,Low
Male,15,Rural,Secondary,23809,5.3,Yes,4,0,3,9,1,11,Yes,No,No,Low
Female,19,Rural,Higher,22981,6.5,No,2,0,2,6,11,16,Yes,Yes,Yes,Low
Male,15,Urban,Higher,59784,3.0,Yes,6,0,4,13,0,2,Yes,Yes,No,Low
Female,19,Rural,Higher,28266,6.5,Yes,8,0,2,12,20,19,Yes,No,No,Low
Male,18,Rural,Secondary,49038,3.6,No,5,0,1,20,14,17,Yes,Yes,Yes,Low
Male,18,Rural,Secondary,47871,0.5,Yes,9,1,2,1,10,11,No,Yes,Yes,Medium
Male,19,Urban,Primary,32843,6.3,No,5,2,2,9,17,15,Yes,Yes,No,Medium
Female,17,Urban,None,8225,5.0,Yes,2,0,2,0,16,9,Yes,Yes,Yes,Low
Male,15,Rural,Secondary,28591,1.7,Yes,4,0,3,0,2,18,No,No,No,Low
Female,15,Urban,Primary,32204,9.9,No,5,2,1,2,14,8,Yes,Yes,Yes,Medium
Male,18,Urban,Higher,49168,2.7,No,1,0,2,10,12,13,No,Yes,Yes,Low
Female,19,Rural,Primary,30291,6.8,Yes,5,1,2,18,2,19,Yes,No,Yes,Low
Male,15,Rural,Higher,11870,3.9,Yes,4,2,3,8,12,13,No,Yes,No,Medium
Female,15,Urban,Primary,44818,9.6,No,6,3,4,12,8,3,Yes,Yes,Yes,High
Female,17,Rural,Primary,26586,4.3,Yes,4,0,3,3,9,14,No,Yes,No,Low
Female,16,Urban,Higher,5000,0.5,No,3,1,2,19,0,19,Yes,Yes,No,Low
Female,18,Urban,Primary,34874,7.4,No,5,0,3,5,1,1,Yes,Yes,Yes,Medium
Female,18,Rural,Primary,37511,9.6,Yes,4,0,2,1,13,17,Yes,Yes,Yes,Low
Female,16,Urban,Primary,17355,3.7,Yes,10,0,4,8,4,1,Yes,Yes,Yes,Medium
Male,15,Urban,Secondary,27119,7.0,Yes,3,0,3,17,9,17,Yes,Yes,No,
Male,17,Rural,Primary,39865,5.4,Yes,4,0,2,3,18,7,No,Yes,No,Low
Female,17,Urban,Secondary,34976,3.9,No,4,1,3,0,7,9,Yes,No,Yes,Medium
Female,18,Urban,Secondary,6560,7.5,No,4,0,2,0,12,19,Yes,No,Yes,Low
Female,17,Rural,Secondary,48803,2.6,Yes,7,0,1,19,8,3,Yes,Yes,Yes,Medium
Female,16,Rural,Secondary,55594,5.1,Yes,4,1,3,16,17,9,No,No,Yes,Medium
Male,15,Rural,Secondary,22347,5.8,Yes,5,2,2,18,3,9,Yes,No,No,Medium
Male,16,Rural,Primary,5000,5.7,Yes,5,0,4,2,7,2,No,No,Yes,Medium
Female,19,Urban,Higher,41566,2.7,Yes,4,2,2,16,4,20,Yes,Yes,Yes,Low
Male,18,Rural,Primary,19903,11.2,Yes,9,2,3,2,5,3,Yes,No,No,High
Male,17,Urban,Secondary,38031,8.8,Yes,7,0,3,3,19,9,Yes,No,Yes,Low
Female,19,Rural,Secondary,63032,8.0,No,3,1,3,12,4,6,Yes,Yes,Yes,Medium
Male,17,Urban,Higher,6805,9.3,Yes,6,0,2,14,0,11,Yes,No,Yes,Low
Female,15,Rural,Secondary,18050,5.2,No,10,3,2,11,18,6,Yes,No,No,High
Male,15,Urban,Primary,27082,3.9,No,10,0,3,2,3,12,Yes,Yes,Yes,Low
Female,15,Urban,Secondary,49375,1.7,Yes,2,0,3,20,0,7,Yes,Yes,Yes,Low
Male,17,Rural,Secondary,83334,2.9,Yes,7,0,2,7,18,12,No,Yes,Yes,Low
Male,19,Rural,Primary,33706,2.0,Yes,4,0,2,0,3,0,Yes,Yes,Yes,Medium
Male,15,Rural,Secondary,5516,3.4,Yes,7,0,4,17,13,15,Yes,Yes,Yes,Low
Male,19,Urban,Secondary,24817,5.8,No,2,1,3,12,13,18,Yes,Yes,Yes,Low
Male,17,Urban,Higher,18377,7.7,Yes,5,0,3,6,8,18,Yes,No,Yes,Low
Male,19,Rural,Secondary,40823,7.7,Yes,4,0,3,12,18,20,Yes,No,Yes,Low
Female,17,Rural,Primary,35653,1.5,Yes,3,0,2,16,10,12,Yes,Yes,Yes,Low
Male,17,Rural,Primary,14372,7.1,No,5,2,4,12,15,6,No,Yes,No,High
Female,18,Rural,Higher,17497,8.4,Yes,3,1,2,12,18,14,No,Yes,No,Medium
Female,17,Rural,Higher,24599,4.2,Yes,5,1,2,10,3,5,Yes,No,Yes,Medium
Female,17,Urban,Primary,26409,8.6,Yes,5,2,1,13,8,3,Yes,Yes,Yes,Medium
Male,16,Rural,Primary,29367,7.6,No,4,0,2,20,16,19,Yes,No,Yes,Low
Female,15,Rural,Secondary,30733,1.2,Yes,6,1,2,9,14,10,No,Yes,Yes,Medium
Male,18,Rural,Primary,48522,11.6,Yes,4,0,3,7,7,20,Yes,Yes,Yes,Low
Male,18,Rural,Primary,24056,2.9,Yes,4,1,3,5,12,18,Yes,Yes,Yes,Low
Female,18,Rural,Primary,21846,7.9,Yes,5,0,4,18,0,1,Yes,Yes,Yes,Medium
Male,16,Urban,Primary,9918,7.8,Yes,5,2,1,18,1,16,Yes,No,No,Medium
Female,17,Urban,Secondary,26642,1.3,Yes,5,0,3,11,9,14,Yes,Yes,Yes,Low
Female,15,Urban,Secondary,33842,5.5,Yes,4,0,3,20,20,19,Yes,Yes,No,
Female,19,Rural,Primary,5000,7.7,Yes,2,0,1,6,12,17,Yes,No,No,Low
Female,17,Rural,Primary,24863,1.3,Yes,5,0,2,17,10,11,Yes,Yes,No,Low
Male,16,Urban,Primary,47404,5.3,Yes,4,0,2,19,13,2,Yes,Yes,No,Low
Male,17,Rural,Secondary,39724,8.0,Yes,7,0,1,17,15,16,Yes,No,Yes,Low
Female,17,Urban,Primary,35601,8.2,Yes,9,2,1,2,5,13,No,Yes,Yes,Medium
Male,16,Urban,Secondary,39318,3.8,No,4,0,3,8,1,5,Yes,No,Yes,Low
Male,18,Rural,Secondary,21394,9.6,Yes,8,0,3,5,4,3,Yes,No,Yes,Medium
Male,18,Rural,None,19396,8.9,Yes,5,1,3,0,18,20,Yes,Yes,Yes,Low
Male,15,Urban,None,49078,5.7,Yes,7,0,3,9,6,7,No,Yes,No,Low
Male,15,Urban,None,42429,3.0,Yes,2,2,1,7,16,19,Yes,Yes,Yes,Low
Male,18,Urban,Secondary,18805,1.5,Yes,3,0,1,16,4,2,No,Yes,Yes,Low
Female,19,Urban,Higher,5000,6.1,Yes,4,0,2,2,11,7,Yes,No,No,Low
Female,17,Urban,None,19117,9.4,No,10,0,2,2,18,12,No,Yes,Yes,Low
Female,19,Urban,Higher,38153,4.6,No,7,0,4,2,17,18,No,Yes,Yes,Low
Male,17,Urban,Primary,20126,2.4,No,7,1,3,6,11,14,Yes,Yes,Yes,Low
Male,18,Urban,Higher,34951,7.5,No,4,0,2,10,2,6,Yes,Yes,No,Low
Male,15,Urban,Secondary,51296,5.5,No,7,3,1,17,3,2,Yes,No,No,High
Female,15,Urban,Secondary,28604,6.5,No,3,0,3,4,14,18,Yes,No,No,Low
Female,19,Rural,Secondary,33509,3.4,Yes,5,1,3,1,14,9,Yes,No,Yes,Medium
Male,15,Rural,Secondary,40273,3.9,Yes,4,3,3,13,10,15,Yes,No,No,High
Female,18,Urban,Higher,13768,3.4,Yes,2,0,2,0,1,13,Yes,Yes,Yes,Low
Male,19,Urban,Secondary,18404,6.5,Yes,5,1,2,3,17,7,Yes,Yes,No,Medium
Female,17,Urban,Secondary,40892,4.0,Yes,11,0,2,13,2,10,Yes,Yes,No,Low
Female,15,Urban,Primary,30554,6.8,No,6,0,3,14,17,18,No,No,No,Low
Female,16,Urban,Primary,31826,3.1,Yes,10,1,1,19,13,1,Yes,Yes,No,Medium
Female,15,Urban,Higher,30499,6.5,Yes,6,0,2,19,5,4,No,No,Yes,Low
Female,17,Urban,Secondary,44674,7.1,Yes,9,0,3,16,1,10,Yes,No,Yes,Low
Male,19,Rural,Secondary,36535,6.0,Yes,5,0,2,2,0,6,Yes,No,No,Low
Female,17,Urban,Secondary,36732,7.8,Yes,3,2,3,3,7,7,Yes,Yes,Yes,Medium
Male,16,Urban,Higher,48332,3.6,Yes,6,2,1,17,9,16,Yes,Yes,No,Medium
Female,18,Rural,Secondary,54098,7.1,Yes,6,1,1,0,19,11,Yes,Yes,No,Medium
Female,15,Urban,Secondary,63653,5.7,Yes,3,0,3,4,17,17,Yes,Yes,Yes,
Female,19,Urban,Secondary,21314,2.6,Yes,4,2,2,17,19,6,Yes,No,No,Medium
Male,18,Urban,Primary,67041,0.5,Yes,7,2,1,12,10,8,Yes,No,Yes,Medium
Female,17,Urban,Primary,13548,0.5,Yes,1,0,1,13,17,18,Yes,No,Yes,Low
Female,19,Rural,Higher,59028,0.5,Yes,3,0,3,19,15,13,Yes,Yes,Yes,Low
Female,18,Urban,Primary,20490,6.3,Yes,2,2,3,2,4,18,Yes,Yes,Yes,Low
Male,19,Urban,Higher,28965,4.0,Yes,4,2,4,5,6,19,Yes,No,No,Low
Male,16,Urban,None,30278,5.3,Yes,4,0,3,10,1,17,Yes,Yes,Yes,Low
Male,16,Urban,None,16995,4.5,Yes,7,3,3,8,10,14,No,No,No,High
Male,15,Rural,Higher,31300,6.7,Yes,8,0,2,19,12,20,No,No,Yes,Low
Female,15,Rural,Secondary,17769,6.8,Yes,3,3,3,18,19,20,Yes,Yes,No,High
Male,16,Urban,Primary,11475,5.1,No,5,0,2,6,15,3,Yes,No,No,Medium
Female,19,Urban,Secondary,29419,5.3,Yes,2,0,3,20,13,12,Yes,No,Yes,Low
Male,16,Urban,Secondary,53848,5.4,Yes,5,0,3,9,6,4,Yes,Yes,No,Low
Male,15,Rural,Secondary,26189,9.2,Yes,5,2,3,6,6,11,No,Yes,No,Medium
Female,16,Urban,None,44115,0.5,Yes,10,0,2,4,11,16,Yes,Yes,No,Low
Female,16,Urban,Higher,17315,3.0,Yes,4,1,3,3,11,9,Yes,Yes,No,Medium
Female,19,Urban,Higher,10747,7.6,No,4,0,2,16,19,11,Yes,No,No,Low
Female,18,Urban,Primary,36807,8.3,No,5,1,2,4,0,5,Yes,Yes,No,Medium
Female,15,Urban,Higher,56334,6.3,Yes,4,0,4,16,5,19,Yes,No,Yes,
Male,19,Urban,Higher,33134,4.4,No,4,0,2,16,7,19,Yes,Yes,Yes,Low
Female,16,Urban,Secondary,42399,10.6,Yes,4,0,1,16,12,11,Yes,No,No,Low
Female,16,Urban,Secondary,52426,5.5,Yes,2,0,3,0,4,12,Yes,No,Yes,Low
Female,18,Urban,Primary,29452,5.1,Yes,4,1,3,1,9,20,Yes,No,Yes,Low
Male,15,Rural,Primary,27719,9.0,Yes,5,0,3,18,13,16,Yes,Yes,Yes,Low
Female,15,Urban,Secondary,37081,6.4,Yes,6,0,3,8,8,19,Yes,Yes,Yes,
Male,17,Urban,Higher,39750,7.8,Yes,6,0,1,19,16,9,Yes,Yes,Yes,Low
Male,15,Rural,Secondary,9015,8.2,Yes,6,0,1,14,2,18,Yes,Yes,No,Low
Male,18,Urban,Secondary,34435,3.9,Yes,5,0,1,18,11,4,Yes,Yes,No,Low
Male,17,Rural,Primary,29989,10.3,Yes,6,0,2,4,11,4,Yes,No,Yes,Low
Female,17,Rural,None,18157,0.5,Yes,3,0,3,12,10,7,Yes,Yes,No,Low
Female,16,Urban,Secondary,28952,0.5,Yes,7,0,2,3,3,16,Yes,Yes,Yes,Low
Female,16,Rural,None,12520,3.0,Yes,5,0,2,12,7,2,Yes,Yes,Yes,Medium
Male,15,Urban,Secondary,7336,3.7,Yes,4,0,3,5,9,20,Yes,No,No,Low
Male,17,Urban,Primary,31002,6.1,No,4,0,2,11,13,15,Yes,Yes,No,Low
Male,16,Urban,Secondary,43531,2.9,Yes,8,1,1,8,0,18,Yes,Yes,Yes,Low
Female,18,Urban,Primary,24790,5.0,No,4,2,2,14,11,5,Yes,No,Yes,High
Male,16,Rural,Secondary,15589,4.4,Yes,4,0,1,20,4,9,Yes,Yes,Yes,Low
Female,16,Rural,Secondary,17920,11.0,Yes,3,0,2,14,13,15,No,No,No,Low
Female,17,Rural,None,38234,2.6,No,6,0,3,16,3,12,Yes,No,Yes,Low
Male,17,Rural,None,55010,0.5,Yes,3,2,4,4,16,2,Yes,Yes,Yes,High
Female,19,Rural,Primary,41556,8.4,Yes,4,0,1,4,12,7,Yes,Yes,No,Low
Female,18,Rural,Higher,49511,2.9,Yes,3,2,2,4,2,19,Yes,No,No,Medium
Female,17,Urban,Primary,14285,4.7,Yes,4,0,3,20,10,7,Yes,Yes,No,Low
Female,15,Urban,Secondary,28891,3.1,Yes,3,1,2,13,10,6,Yes,Yes,No,Medium
Male,18,Urban,Higher,45280,7.2,Yes,3,0,2,1,4,10,Yes,Yes,Yes,Low
Male,18,Rural,Secondary,9012,0.9,No,4,0,1,8,5,19,Yes,Yes,No,Low
Female,17,Urban,Primary,20124,0.5,Yes,2,0,3,13,3,2,Yes,Yes,Yes,Low
Female,18,Urban,Higher,44130,8.9,Yes,9,0,3,14,9,20,Yes,No,No,
Male,17,Urban,None,33876,5.7,No,2,1,4,3,9,20,Yes,No,Yes,Low
Female,16,Urban,Secondary,15523,8.2,Yes,5,2,3,5,11,6,Yes,Yes,No,High
Female,19,Urban,Higher,5537,8.8,Yes,5,0,1,13,17,10,Yes,Yes,Yes,Low
Female,16,Urban,Secondary,50059,2.3,Yes,7,0,3,4,14,16,Yes,Yes,Yes,Low
Male,17,Rural,Secondary,5000,5.2,Yes,5,2,2,10,17,17,Yes,No,Yes,Medium
Female,17,Urban,Primary,39485,6.5,Yes,7,0,4,20,2,8,Yes,Yes,No,Low
Female,16,Rural,Primary,22004,4.7,Yes,5,0,4,13,2,12,Yes,Yes,Yes,Low
Male,15,Urban,Secondary,45706,4.1,Yes,3,0,4,6,0,14,Yes,No,Yes,Low
Male,15,Urban,Primary,14367,4.4,No,2,0,3,13,16,18,No,Yes,Yes,Low
Female,15,Urban,Higher,69221,8.3,No,5,2,2,12,9,14,No,Yes,Yes,Medium
Male,17,Urban,Higher,36034,4.2,Yes,7,0,3,17,5,6,Yes,Yes,No,Low
Female,18,Urban,Higher,38506,6.8,No,6,0,4,1,10,2,Yes,No,Yes,Medium
Female,17,Urban,Secondary,18404,6.0,Yes,4,0,2,8,13,7,Yes,No,Yes,Low
Male,18,Urban,Secondary,27999,2.1,Yes,7,0,3,10,16,12,Yes,No,No,Low
Female,16,Urban,Higher,28388,5.9,Yes,4,2,4,19,6,15,Yes,Yes,No,Medium
Male,19,Urban,Higher,56941,0.5,Yes,6,0,2,10,3,2,Yes,Yes,No,Low
Female,18,Rural,Secondary,36008,6.2,No,4,0,1,5,10,20,Yes,No,No,Low
Male,15,Rural,Primary,38157,7.7,Yes,7,3,1,0,18,0,Yes,No,Yes,High
Female,17,Urban,None,37989,8.4,Yes,5,0,1,4,8,2,Yes,Yes,No,Low
Male,16,Rural,Secondary,39429,2.1,Yes,4,0,2,13,20,15,Yes,Yes,No,Low
Male,15,Urban,Secondary,9158,3.4,Yes,4,0,2,15,7,0,Yes,No,No,Medium
Female,16,Rural,Higher,60739,5.9,Yes,7,0,3,8,19,17,No,Yes,No,Low
Male,19,Rural,Primary,16837,3.6,No,4,0,2,18,3,13,No,Yes,Yes,Low
Female,17,Rural,Primary,29423,0.5,No,6,0,4,19,15,6,Yes,Yes,Yes,Medium
Male,17,Urban,Primary,52972,3.4,Yes,3,0,2,7,5,2,Yes,No,No,Low
Female,19,Urban,Primary,59019,5.8,Yes,8,1,3,7,5,15,Yes,No,Yes,Low
Male,17,Urban,Primary,42089,8.2,Yes,3,0,1,15,18,5,No,Yes,No,Low
Female,18,Urban,Secondary,22429,10.1,No,4,1,3,17,1,17,Yes,No,No,Low
Male,16,Urban,Secondary,31916,5.4,Yes,3,0,3,7,10,12,Yes,Yes,Yes,Low
Male,15,Urban,Secondary,32504,6.7,Yes,6,2,3,8,17,1,Yes,Yes,Yes,High
Male,19,Urban,Primary,33035,7.9,No,6,2,2,4,8,11,No,Yes,Yes,Medium
Male,18,Urban,Primary,11549,0.5,Yes,4,0,1,1,15,3,No,Yes,Yes,Low
Female,15,Rural,Secondary,48901,1.9,Yes,4,2,2,20,10,8,Yes,No,Yes,Medium
Male,15,Rural,Higher,32018,5.3,Yes,3,0,2,13,13,19,No,Yes,Yes,Low
Female,19,Rural,None,19166,9.7,Yes,5,1,2,17,7,4,Yes,Yes,Yes,Medium
Male,18,Urban,Higher,22524,6.9,Yes,4,1,2,12,12,9,Yes,No,Yes,Low
Male,15,Rural,Primary,34047,6.0,Yes,4,0,3,11,9,5,Yes,Yes,Yes,Low
Female,15,Rural,Higher,8956,4.3,Yes,4,0,3,14,11,0,Yes,Yes,No,Medium
Female,18,Urban,Higher,43176,6.3,Yes,3,0,4,20,20,19,Yes,Yes,No,
Male,17,Urban,Primary,33520,3.2,No,5,0,2,14,2,4,No,No,Yes,Low
Male,15,Rural,Secondary,53485,2.7,Yes,3,0,1,0,1,5,Yes,Yes,Yes,Low
Male,16,Urban,Primary,31163,2.9,No,4,0,3,6,10,20,No,Yes,Yes,Low
Female,18,Urban,Higher,13720,9.0,Yes,7,0,2,12,17,18,Yes,Yes,Yes,Low
Female,15,Urban,Secondary,12032,2.5,Yes,1,0,2,17,20,10,Yes,No,No,Low
Male,19,Urban,Secondary,24139,3.8,Yes,5,0,2,0,3,14,Yes,No,Yes,Low
Female,16,Rural,Secondary,25726,6.4,Yes,5,0,3,10,7,1,No,Yes,Yes,Medium
Female,15,Rural,Higher,21491,2.4,Yes,6,0,3,12,10,14,Yes,No,No,Low
Female,16,Urban,Primary,31927,5.7,Yes,4,1,4,19,14,6,Yes,No,No,Medium
Female,16,Urban,Secondary,21110,5.7,Yes,3,2,4,8,20,16,Yes,No,No,Medium
Male,17,Urban,Primary,33813,3.1,Yes,5,0,3,15,1,11,Yes,No,Yes,Low
Male,16,Urban,Primary,22190,4.2,No,6,1,3,10,18,11,Yes,Yes,No,Medium
Male,17,Urban,Secondary,39475,2.2,Yes,5,2,1,2,14,4,Yes,No,No,Medium
Male,18,Rural,Primary,25348,9.1,Yes,3,3,3,16,12,19,Yes,No,No,Medium
Female,17,Urban,Primary,48693,5.8,Yes,8,0,1,1,1,6,Yes,Yes,No,Low
Female,19,Urban,Higher,39784,1.9,Yes,7,0,3,8,2,1,Yes,Yes,No,Low
Male,15,Rural,Primary,32903,5.4,No,6,0,1,8,13,12,Yes,Yes,No,Low
Male,18,Urban,Secondary,26884,5.5,Yes,1,0,2,15,19,8,No,No,Yes,Low
Male,18,Rural,Primary,7214,0.5,Yes,2,0,1,0,12,14,Yes,No,Yes,Low
Female,19,Rural,None,51203,9.0,Yes,1,0,2,16,15,14,Yes,Yes,No,Low
Male,17,Rural,Primary,19788,2.0,No,4,0,2,9,11,0,Yes,No,No,Medium
Female,15,Urban,Secondary,31360,11.3,Yes,1,0,1,19,0,20,No,No,No,
Male,17,Urban,Secondary,35157,7.4,Yes,3,0,3,4,5,19,Yes,No,Yes,
Male,16,Urban,None,27247,1.6,Yes,6,3,3,7,12,20,No,Yes,Yes,Medium
Female,17,Urban,None,50319,4.1,Yes,2,3,3,12,1,2,No,Yes,Yes,High
Female,18,Rural,Higher,11679,7.8,Yes,7,1,3,20,17,0,Yes,No,No,High
Male,15,Rural,None,56009,4.3,No,8,0,3,4,16,18,Yes,Yes,Yes,Low
Female,17,Rural,Higher,40073,8.5,No,3,3,4,3,18,19,Yes,Yes,No,High
Female,15,Rural,Primary,26303,3.9,Yes,7,0,2,7,14,12,Yes,Yes,No,Low
Female,15,Rural,Secondary,26471,4.8,Yes,4,1,2,6,7,14,Yes,No,Yes,Low
